"1台北喜来登大饭店(Sheraton Grand Taipei Hotel)","1119","【 台北火车站 忠孝敦化商圈】中正区忠孝东路一段12号。 地图","4.6","源自1368位住客点评","98%用户推荐","最新预订：18分钟前","指定房型连住享升级及延迟退房"
"
"
"2台北神旺大饭店(SAN WANT HOTEL)","642","【 忠孝敦化商圈 松山文创园区】大安区忠孝东路四段172号。 地图","4.5","源自8328位住客点评","98%用户推荐","最新预订：5分钟前","指定房型赠一日游或神旺自制面包"
"
"
"3台北有园饭店(U Hotel Taipei)","573","【 台北小巨蛋 台北火车站】中山区南京东路三段16号，近建国北路一段。 地图","4.5","源自467位住客点评","98%用户推荐","最新预订：18分钟前","连住两晚再享优惠"
"
"
"4台北天成大饭店(COSMOS HOTEL TAIPEI)","650","【 台北火车站】中正区忠孝西路一段43号。 地图","4.5","源自2217位住客点评","99%用户推荐","最新预订：37分钟前","入住即享免费下午茶"
"
"
"5台北花园大酒店(Taipei Garden Hotel)","764","【 西门町商圈 台北火车站】中正区中华路二段1号。 地图","4.6","源自2052位住客点评","99%用户推荐","最新预订：7分钟前","携程会员享特惠价"
"
"
"6台北六福万怡酒店(Courtyard Taipei)","1019","【 南港展览馆 松山机场】南港区忠孝东路七段359号，近市民大道。 地图","4.7","源自763位住客点评","97%用户推荐","最新预订：6小时前","连住两晚享优惠价"
"
"
"7台北豪景大酒店(Hotel Riverview Taipei)","433","【 西门町商圈】万华区环河南路一段77号(中兴桥口)，近成都路。 地图","4.3","源自1266位住客点评","93%用户推荐","最新预订：2小时前","指定房型享住2送1"
"
"
"8台北文华东方酒店(Mandarin Oriental Taipei)","2171","【 台北小巨蛋】松山区敦化北路158号。 地图","4.8","源自1412位住客点评","99%用户推荐","最新预订：46分钟前","含早餐超优惠，续住更超值"
"
"
"9台北晶华酒店(Regent Taipei)","1070","【 宁夏夜市】中山区中山北路二段39巷3号。 地图","4.7","源自780位住客点评","98%用户推荐","最新预订：2小时前","亲子优惠 指定房型假日不加价"
"
"
"10台北立瀚会馆(Li Han Hotel)","334","【 西门町商圈】万华区大埔街9-2号（中华路二段62号巷内），中华路与和平西路交界。 地图","4.5","源自853位住客点评","98%用户推荐","最新预订：38分钟前","指定房型享免費一日遊"
"
"
"11台北洛碁大饭店-中华馆(Green World ZhongHua)","579","【 西门町商圈 台北火车站】中正区中华路一段41号13楼，近汉口街一段。 地图","4.5","源自1799位住客点评","98%用户推荐","最新预订：14分钟前","指定房型享免費一日遊"
"
"
"12台北首都唯客乐饭店(CAPITAL  WAIKOLOA HOTEL)","469","【 松江南京商圈 台北小巨蛋】中山区长春路187号，建國北路口。 地图","4.5","源自1178位住客点评","98%用户推荐","最新预订：27分钟前","近华西街夜市 享携程促销价"
"
"
"13台北禾顺商旅(Your Hotel)","425","【 西门町商圈 台北火车站】万华区广州街247号，萬華龍山寺東側。 地图","4.5","源自749位住客点评","97%用户推荐","最新预订：53分钟前","连住两晚享优惠价"
"
"
"14台北豪景大酒店-新馆(River View Suite Taipei-New)","593","【 西门町商圈】万华区成都路173-1号_。 地图","4.5","源自304位住客点评","96%用户推荐","最新预订：3小时前","连住两晚享优惠价"
"
"
"15台北新客来旅店(Newstay Inn II)","363","【 宁夏夜市 台北火车站】大同区南京西路151号6楼。 地图","4.5","源自480位住客点评","97%用户推荐","最新预订：4小时前","新开业特惠CP值最高"
"
"
"16台北洛碁大饭店-忠孝馆(Green World ZhongXiao)","644","【 忠孝敦化商圈】大安区忠孝东路四段180号，近仁爱路四段。 地图","4.7","源自410位住客点评","100%用户推荐","最新预订：2分钟前","交通便捷购物方便"
"
"
"17凡登台北商务旅店(Vendome Hotel)","359","【 忠孝敦化商圈 松山文创园区】大安区忠孝东路四段197号12楼。 地图","4.4","源自369位住客点评","95%用户推荐","最新预订：8小时前","凡预订连住两晚房型可享延迟退房"
"
"
"18台北丽都唯客乐饭店(Rido Hotel)","504","【 永康商圈 世贸中心展览中心】大安区信义路三段11号。 地图","4.5","源自2562位住客点评","98%用户推荐","最新预订：1小时前","近士林夜市 享限量抢购优惠"
"
"
"19台北士林星美商旅(STAR BEAUTY HOTEL)","409","【 士林观光夜市】士林区前港街38-1号，前港街與後港街路口。 地图","4.3","源自1565位住客点评","95%用户推荐","最新预订：22小时前","携程会员享特惠价"
"
"
"20台北凡登·东栈商务旅店(VENDOME EAST INN)","341","【 忠孝敦化商圈 松山文创园区】大安区忠孝东路四段209号8楼，近仁爱路四段。 地图","4.4","源自184位住客点评","95%用户推荐","最新预订：10小时前","连住两晚再享优惠"
"
"
"21台北慕轩饭店(MADISON TAIPEI HOTEL)","1085","【 世贸中心展览中心】大安区敦化南路1段331号。 地图","4.7","源自1407位住客点评","99%用户推荐","最新预订：1小时前","指定房型享免费升等"
"
"
"22台北HOTEL QUOTE(HOTEL QUOTE Taipei)","803","【 台北小巨蛋】松山区南京东路三段333号，近南京東路敦化北路口。 地图","4.7","源自459位住客点评","99%用户推荐","最新预订：15小时前","指定房型享免費一日遊"
"
"
"23台北威斯汀六福皇宫(The Westin Taipei)","1329","【 台北小巨蛋 松江南京商圈】中山区南京东路三段133号，近龙江路。 地图","4.6","源自1470位住客点评","98%用户推荐","最新预订：2小时前","老牌温泉五星 携程独家优惠"
"
"
"24台北北投春天酒店(Spring City Resort)","688","【 北投温泉区 天母商圈】北投区幽雅路18号。 地图","4.4","源自2154位住客点评","97%用户推荐","最新预订：10小时前","携程会员专享最优惠"
"
"
